provider,asn,operator,country_count,country_examples,observed_records_bucket,prefix_count,avg_confidence,data_origin
GhostPath,47987,DELTAHOST-KYIV,1,Ukraine,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,48894,OPTIMUS-AS,1,Slovenia,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,50613,THORDC-AS,1,Iceland,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,52201,TCTEL,1,Russia,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,52469,Offshore Racks S.A,1,Panama,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,56322,SERVERASTRA-AS,1,Hungary,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,56655,GIGAHOST,1,Norway,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,58940,DEDAUS-AS-AP Dedicated Servers Australia,1,Australia,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,59432,GINERNET,1,Spain,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,59787,WEBHS WEBSP LDA,1,Portugal,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,61102,INTERHOST,1,Israel,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,62217,VOOSERVERS,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,63452,VELOCIHOST,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,6428,CDM,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,7979,SERVERS-COM,1,Luxembourg,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,8280,SYNAPSECOM-AS SYNAPSECOM TELECOMS S.A.,1,Greece,lt-50,1,88.0,VPN-Infrastructure-Atlas
Goosevpn,16247,"M247-UK M247 UK Ltd, trading as M247",1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Goosevpn,7018,ATT-INTERNET4,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Hide.me,33387,NOCIX,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Hide.me,43641,SOLLUTIUM-NL,1,Poland,lt-50,1,95.0,VPN-Infrastructure-Atlas
Hide.me,56803,AS-DATASOURCE,1,Switzerland,lt-50,1,95.0,VPN-Infrastructure-Atlas
HideIPVPN,12479,UNI2-AS,1,Spain,lt-50,1,70.0,VPN-Infrastructure-Atlas
HideIPVPN,13213,UK2NET-AS,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
HideIPVPN,212531,INTERNETO-VIZIJA,1,Lithuania,lt-50,1,70.0,VPN-Infrastructure-Atlas
HideIPVPN,30633,LEASEWEB-USA-WDC,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
HideIPVPN,56694,SMARTAPE,1,Russia,lt-50,1,70.0,VPN-Infrastructure-Atlas
HideIPVPN,6364,ATLANTIC-NET-1,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
HideIPVPN,7979,SERVERS-COM,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
Hotspotshield,12844,BOUYGTEL-B2B,1,France,lt-50,1,78.0,VPN-Infrastructure-Atlas
Hotspotshield,134094,"SERVERFIELD-AS Serverfield Co., Ltd.",1,Taiwan,lt-50,1,78.0,VPN-Infrastructure-Atlas
Hotspotshield,154047,IT2-AS-AP IT Nut Hosting,1,Bangladesh,lt-50,1,78.0,VPN-Infrastructure-Atlas
Hotspotshield,205983,INDE-PTE-EU,1,Singapore,lt-50,1,78.0,VPN-Infrastructure-Atlas
Hotspotshield,30860,YURTEH-AS,1,Ukraine,lt-50,1,78.0,VPN-Infrastructure-Atlas
Hotspotshield,396356,LATITUDE-SH,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Hotspotshield,40676,AS40676 - Psychz Networks,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Hotspotshield,49372,WICHITA-INTER-KONNECTS-1LL4H,1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Hotspotshield,50183,CENTURY-LTD,1,Marshall Islands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Hotspotshield,51852,PLI-AS,1,Panama,lt-50,1,78.0,VPN-Infrastructure-Atlas
Hotspotshield,62282,RACKRAY UAB Rakrejus,1,Lithuania,lt-50,1,78.0,VPN-Infrastructure-Atlas
IVPN,13213,UK2NET-AS,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,16247,"M247-UK M247 UK Ltd, trading as M247",1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,199524,GCORE,1,Luxembourg,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,200651,FLOKINET,1,Iceland,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,203020,HOSTROYALE,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,212238,CDNEXT,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,268581,QNAX LTDA,1,Brazil,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,3236,SERVER server.ua,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,48031,XSERVERCLOUD,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,50613,THORDC-AS,1,Iceland,lt-50,1,95.0,VPN-Infrastructure-Atlas
Integrityvpn,8473,BAHNHOF,1,Sweden,lt-50,1,78.0,VPN-Infrastructure-Atlas
Ivacy,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,Albania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Ivacy,203020,HOSTROYALE,1,Portugal,lt-50,1,95.0,VPN-Infrastructure-Atlas
Ivacy,209378,INIOS-AS,1,Finland,lt-50,1,95.0,VPN-Infrastructure-Atlas
Ivacy,30633,LEASEWEB-USA-WDC,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Ivacy,3223,VOXILITY,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Ivacy,43289,TRABIA,1,Moldova,lt-50,1,95.0,VPN-Infrastructure-Atlas
Ivacy,46475,LIMESTONENETWORKS,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Ivacy,51430,ALTUS,1,Bulgaria,lt-50,1,95.0,VPN-Infrastructure-Atlas
KevinVPN,149020,WEBHORIZON-AS-AP WebHorizon Internet Services,1,Singapore,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,202422,GHOST,1,Luxembourg,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,207590,LOCLIXIT-AS,1,Italy,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,208208,CYBERSE Cyberse GmbH & Co. KG,1,Germany,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,210429,HIZAKURA-,1,Netherlands,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,213887,WAICORE-LTD WAICORE LTD,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,214640,HOSTUP HOSTUP,1,Sweden,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,215960,HEARTBEAT-IT,1,Germany,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,29222,INFOMANIAK-AS,1,Switzerland,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,32181,ASN-GIGENET,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,399646,DARTNODE,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,401665,HOSTBILBY,1,Canada,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,49791,AS-3HCLOUD,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,57043,HOSTKEY-AS,1,Netherlands,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,62425,KUZEYDC,1,Türkiye,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,63473,HOSTHATCH,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,9009,M247,1,Romania,lt-50,1,70.0,VPN-Infrastructure-Atlas
KeyDrop,197540,NETCUP-AS netcup GmbH,1,Germany,lt-50,1,70.0,VPN-Infrastructure-Atlas
KeyDrop,200350,YANDEXCLOUD,1,Russia,lt-50,1,70.0,VPN-Infrastructure-Atlas
KeyDrop,210644,AEZA-AS,1,Russia,lt-50,1,70.0,VPN-Infrastructure-Atlas
KeyDrop,29182,RU-JSCIOT,1,Russia,lt-50,1,70.0,VPN-Infrastructure-Atlas
KeyDrop,48347,MTW-AS,1,Russia,lt-50,1,70.0,VPN-Infrastructure-Atlas
Kompot VPN,20207,Gigared S.A.,1,Argentina,lt-50,1,80.0,VPN-Infrastructure-Atlas
Kompot VPN,216246,RU-AEZA-AS,1,Russia,lt-50,1,80.0,VPN-Infrastructure-Atlas
Kompot VPN,51659,ASBAXET,1,Russia,lt-50,1,70.0,VPN-Infrastructure-Atlas
Kompot VPN,6206,NETROUTING-AS,1,Netherlands,lt-50,1,80.0,VPN-Infrastructure-Atlas
Le VPN,138915,KAOPU-HK Kaopu Cloud HK Limited,1,Hong Kong,lt-50,1,70.0,VPN-Infrastructure-Atlas
Le VPN,39020,COMVIVE-AS Seville - Spain,1,Spain,lt-50,1,70.0,VPN-Infrastructure-Atlas
Le VPN,395954,LEASEWEB-USA-LAX,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
Le VPN,42708,GLESYS glesys.com,1,Sweden,lt-50,1,70.0,VPN-Infrastructure-Atlas
Le VPN,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
Le VPN,50613,THORDC-AS,1,Iceland,lt-50,1,70.0,VPN-Infrastructure-Atlas
LimeVPN,14586,NUCLEARFALLOUT-CHI,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
LimeVPN,214505,NUCLEARFALLOUT-FRA,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
LimeVPN,32374,NUCLEARFALLOUT-LAX,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
LimeVPN,400475,NUCLEARFALLOUT-DAL,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
MoriVPN,14544,RETEK,1,United States,lt-50,1,80.0,VPN-Infrastructure-Atlas
NetShade,205544,LEASEWEB-UK-LON-11,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
NetShade,29066,VELIANET-AS velia.net Internetdienste GmbH,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
NetShade,29302,HSI-EUROPE,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
NetShade,60068,CDN77 _,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
NetShade,6939,HURRICANE,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
OVPN,32489,AMANAHA-NEW,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
OVPN,3399,OBE-NET,1,Sweden,lt-50,1,95.0,VPN-Infrastructure-Atlas
OVPN,42708,GLESYS glesys.com,1,Sweden,lt-50,1,95.0,VPN-Infrastructure-Atlas
OVPN,49367,ASSEFLOW,1,Italy,lt-50,1,95.0,VPN-Infrastructure-Atlas
OysterVPN,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
OysterVPN,14061,DIGITALOCEAN-ASN,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
OysterVPN,206991,IXIR,1,Türkiye,lt-50,1,95.0,VPN-Infrastructure-Atlas
OysterVPN,30900,WEBWORLD-AS ta Web World Ireland,1,European Union,lt-50,1,95.0,VPN-Infrastructure-Atlas
OysterVPN,395954,LEASEWEB-USA-LAX,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
OysterVPN,40676,AS40676 - Psychz Networks,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
PhantomPeer,29691,NINE,1,Switzerland,lt-50,1,88.0,VPN-Infrastructure-Atlas
PhantomPeer,42708,GLESYS glesys.com,1,Sweden,lt-50,1,88.0,VPN-Infrastructure-Atlas
PhantomPeer,9009,M247,1,Romania,lt-50,1,88.0,VPN-Infrastructure-Atlas
Privado,9009,M247,1,Romania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Private Internet Access,0,,1,India,lt-50,1,95.0,VPN-Infrastructure-Atlas
Private Internet Access,4213,EVOCATIVE-GLOBAL,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Private Internet Access,46475,LIMESTONENETWORKS,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Private Internet Access,60068,CDN77 _,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,11831,ESECUREDATA,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,136557,HOST-AS-AP Host Universal Pty Ltd,1,New Zealand,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,16302,SUOMICOMMUNICATIONS,1,Finland,lt-50,1,88.0,VPN-Infrastructure-Atlas
PrivateVPN,197648,CL8ASN1,1,Cyprus,lt-50,1,88.0,VPN-Infrastructure-Atlas
PrivateVPN,200805,MELITACABLE,1,Malta,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,201924,LERTAS-AS,1,Slovakia,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,202422,GHOST,1,Türkiye,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,202759,FAIRYHOSTING,1,Estonia,lt-50,1,88.0,VPN-Infrastructure-Atlas
PrivateVPN,204302,AUTO1-RIPE,1,Sweden,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,207821,INTERNETBOLAGET-DE,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,20910,BALTKOM-AS,1,Latvia,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,212531,INTERNETO-VIZIJA,1,Lithuania,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,22411,GTD PERU S.A,1,Peru,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,24085,QTSC-AS-VN Quang Trung Software City Development Company,1,Vietnam,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,24768,ALMOUROLTEC,1,Portugal,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,24851,UK-NETCETERA Netcetera Autonomous System Peers,1,Isle of Man,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,25369,BANDWIDTH-AS,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,268581,QNAX LTDA,1,Brazil,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,29485,AMIS,1,Croatia,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,3236,SERVER server.ua,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,3790,RADIOGRAFICA COSTARRICENSE,1,Costa Rica,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,43289,TRABIA,1,Moldova,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,50613,THORDC-AS,1,Iceland,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,58955,"BANGMODENTERPRISE-TH Bangmod Enterprise Co., Ltd.",1,Thailand,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,6866,CYTA-NETWORK Internet Services,1,Cyprus,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,7979,SERVERS-COM,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,9678,HOSTINGINSIDE HostingInside LTD.,1,Taiwan,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,12417,DHH-AS,1,Croatia,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,1257,TELE2,1,European Union,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,12975,PALTEL-AS PALTEL Autonomous System,1,Palestine,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,137373,IDNIC-SUITEN-AS-ID PT. SUITEN INOVASI SUKSES,1,Indonesia,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,1,Australia,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,200698,GLOBALHOST-BOSNIA-AS,1,Bosnia and Herzegovina,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,200899,INTERSPACE-EUROPE,1,North Macedonia,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,203020,HOSTROYALE,1,India,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,32489,AMANAHA-NEW,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,35432,CABLENET-AS,1,Cyprus,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,37518,FIBERGRID,1,Seychelles,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,39798,MIVOCLOUD,1,Moldova,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,46475,LIMESTONENETWORKS,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,4785,XTOM-AS-JP xTom,1,Japan,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,51430,ALTUS,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,58065,PACKETEXCHANGE,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,61272,IST-AS,1,Lithuania,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,8473,BAHNHOF,1,Sweden,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,939,USA-2022,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,9678,HOSTINGINSIDE HostingInside LTD.,1,Taiwan,lt-50,1,95.0,VPN-Infrastructure-Atlas
Proxpn,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,Hong Kong,lt-50,1,78.0,VPN-Infrastructure-Atlas
Proxpn,29691,NINE,1,Switzerland,lt-50,1,78.0,VPN-Infrastructure-Atlas
Proxpn,3790,RADIOGRAFICA COSTARRICENSE,1,Costa Rica,lt-50,1,78.0,VPN-Infrastructure-Atlas
Proxpn,50613,THORDC-AS,1,Iceland,lt-50,1,78.0,VPN-Infrastructure-Atlas
PureVPN,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,1,Australia,lt-50,1,88.0,VPN-Infrastructure-Atlas
PureVPN,213790,LIMITEDNETWORK-AS,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
PureVPN,30633,LEASEWEB-USA-WDC,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
PureVPN,393886,LEASEWEB-USA-MIA,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
RedShield VPN,207459,AS-TEKNOSOS-INT,1,Türkiye,lt-50,1,95.0,VPN-Infrastructure-Atlas
RedShield VPN,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,1,95.0,VPN-Infrastructure-Atlas
RedShield VPN,58955,"BANGMODENTERPRISE-TH Bangmod Enterprise Co., Ltd.",1,Thailand,lt-50,1,95.0,VPN-Infrastructure-Atlas
RedShield VPN,62563,AS-GLOBALTELEHOST,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
Riseup VPN,4224,CALYX-AS,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Safervpn,12876,Online SAS,1,France,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,Hong Kong,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,1680,NV-ASN CELLCOM ltd.,1,Israel,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,197648,CL8ASN1,1,Cyprus,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,202053,UPCLOUD,1,Finland,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,204094,I4W,1,Portugal,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,20860,IOMART-AS,1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,210772,NEWPUSH,1,Hungary,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,23884,PROENNET-AS Proen Corp Public Company Limited.,1,Thailand,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,27257,WEBAIR-INTERNET,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,27323,SERVERSTADIUM,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,29691,NINE,1,Switzerland,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,34989,SERVETHEWORLD-AS,1,Norway,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,37153,xneelo,1,South Africa,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,39020,COMVIVE-AS Seville - Spain,1,Spain,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,51430,ALTUS,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,60404,LITESERVER,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,61138,ZAPPIE-HOST-AS Zappie Host,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Safervpn,9009,M247,1,Romania,lt-50,1,78.0,VPN-Infrastructure-Atlas
Sentinel dVPN,12735,ASTURKNET,1,Türkiye,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,133159,MAMMOTHMEDIA-AS-AP Mammoth Media Pty Ltd,1,Australia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,1,Australia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,133800,IDNIC-BIZNETGIO-AS-ID PT Biznet Gio Nusantara,1,Indonesia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,137552,TTSB-AS-AP Terabix,1,Malaysia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,140443,IDNIC-HERZA-AS-ID PT Herza Digital Indonesia,1,Indonesia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,14061,DIGITALOCEAN-ASN,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,142064,VERGETEL1-AS-AP VERGETEL,1,Australia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,149440,EVOXTENTERPRISE-AS-AP Evoxt Enterprise,1,Malaysia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,14956,ROUTERHOSTING,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,151407,HNSL-AS-AP Hytron Network Services Limited,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,152565,JOYSVC-AS-IN JOY SERVICES,1,India,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,154177,LIGHT4-AS-AP LIGHT NODE LIMITED,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,154376,CLOUDVALLEY-AS-AP Cloudvalley Sdn. Bhd.,1,Malaysia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,16010,MAGTICOMAS Magticom,1,Georgia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,174,COGENT-174,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,18403,FPT-AS-AP FPT Telecom Company,1,Vietnam,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,19318,IS-AS-1,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,197540,NETCUP-AS netcup GmbH,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,198588,TUNGSTEN,1,China,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,203363,KUROIT Kuroit Limited,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,203380,DAINTERNATIONALGROUP,1,Bulgaria,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,203758,AARONSMITH-AS,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,204044,ONLYSERVERS Dedicated Server Hosting Provider,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,205090,FIRST-SERVER-EUROPE,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,207083,HOSTSLIM-GLOBAL-NETWORK,1,Estonia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,209243,QUICKHOSTUK,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,209874,TECHTIDE,1,Portugal,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,210429,HIZAKURA-,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,210634,YESONGIT,1,China,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,211273,-Reserved AS-,1,United Arab Emirates,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,212027,PEBBLEHOST,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,213438,COLOCATEL-INC Colocatel Network - High Bandwidth Dedicated Servers,1,Seychelles,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,213791,XENIAHOSTING,1,Italy,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,213900,RS,1,Albania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,214483,FIBERPOWER-AS,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,214640,HOSTUP HOSTUP,1,Sweden,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,214668,AXUSHOST,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,214970,STREADER,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,215089,FASTPANDA,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,215859,HETZNER-CLOUD4-AS,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
